Sample,Temp(BME680),Presure(BME680),H.R.(BME680),R(BME680),CO2(SGP30),TVOC(SGP30),H2(SGP30),Etanol(SGP30),CO2(CCS811),TVOC(CCS811),Res(ohm)(CCS811),CO2(iAQ),TVOC(iAQ),R(iAQ-Core),Aire/Muestra
495,48,100005,9,1205389414,400,14,14341,18818,411,1,144000,696,193,692592,0
496,48,100005,9,1205370818,400,17,14331,18825,402,0,144800,1111,307,562587,0
497,48,100005,9,1205426752,400,12,14338,18834,400,0,145400,1226,339,534782,0
498,48,100007,9,1205492568,400,3,14335,18841,400,0,145400,919,255,615897,0
499,48,100007,9,1205520961,400,0,14340,18855,400,0,145400,1088,301,568421,0
500,48,100007,9,1205492568,400,0,14333,18854,400,0,145400,923,256,614943,0
501,48,100005,9,1205473701,400,4,14320,18837,400,0,145400,568,158,745408,0
502,48,100005,9,1205492568,400,0,14332,18867,400,0,145400,519,144,768161,0
503,48,100005,9,1205530451,400,0,14323,18850,403,0,145000,678,188,699585,0
504,48,100005,9,1205539953,400,0,14324,18867,403,0,145000,1008,279,590060,0
505,48,100005,9,1205578087,400,0,14323,18864,415,2,144000,560,156,749341,0
506,48,100005,9,1205502020,400,0,14320,18863,403,0,145000,750,208,672289,0
507,48,100005,9,1205587652,400,10,14317,18862,403,0,145000,741,206,675604,0
508,48,100007,9,1205558995,400,5,14324,18856,410,1,144400,714,198,685714,0
509,48,100007,9,1205539953,400,0,14321,18866,403,0,145000,790,219,658223,0
510,48,100007,9,1205597230,400,0,14323,18873,406,0,144800,888,246,625568,0
511,48,100005,9,1205654967,400,1,14319,18872,406,0,144800,1002,277,591847,0
512,48,100005,9,1205645312,400,0,14320,18883,406,0,144800,1477,408,482595,0
513,48,100005,9,1205578087,400,0,14318,18867,406,0,144800,848,235,638510,0
514,48,100005,9,1205626041,400,5,14311,18857,418,2,143800,808,224,651892,0
515,48,100005,9,1205635670,400,3,14319,18866,410,1,144400,1053,291,577784,0
516,48,100005,9,1205606821,400,8,14317,18862,406,0,144800,802,222,653992,0
517,48,100007,9,1205626041,400,0,14321,18870,410,1,144400,493,137,780681,0
518,48,100007,9,1205587652,400,5,14313,18861,410,1,144400,450,125,900000,0
519,48,100007,9,1205520961,400,0,14322,18871,410,1,144400,488,136,783510,0
520,48,100007,9,1205616425,400,3,14316,18875,422,3,143400,1031,285,583870,0
521,48,100007,9,1205616425,400,4,14313,18880,415,2,144000,1018,282,587394,0
522,48,100005,9,1205606821,400,10,14313,18865,410,1,144400,980,271,598172,0
523,48,100005,9,1205684009,400,5,14315,18880,426,3,143200,566,157,746715,0
524,48,100005,9,1205587652,400,2,14307,18880,415,2,144000,473,132,790658,0
525,48,100005,9,1205606821,400,9,14301,18863,418,2,143800,1011,280,589169,0
526,48,100005,9,1205578087,400,11,14310,18872,415,2,144000,842,233,640540,0
527,48,100007,9,1205558995,400,4,14313,18878,418,2,143800,1199,332,540944,0
528,48,100007,9,1205635670,400,7,14313,18878,418,2,143800,1108,307,563414,0
529,48,100007,9,1205654967,400,4,14310,18880,418,2,143800,1134,314,556846,0
530,48,100007,9,1205626041,400,4,14308,18877,418,2,143800,1213,336,537849,0
531,48,100007,9,1205530451,400,10,14308,18870,422,3,143400,1357,375,506250,0
532,48,100007,9,1205626041,400,0,14309,18877,422,3,143400,895,248,623614,0
533,48,100007,9,1205654967,400,1,14313,18890,428,4,142800,895,248,623614,0
534,48,100007,9,1205520961,400,4,14300,18880,422,3,143400,702,195,690287,0
535,48,100007,9,1205693716,400,5,14309,18879,422,3,143400,560,156,749341,0
536,48,100007,9,1205635670,400,0,14305,18878,422,3,143400,531,148,762704,0
537,48,100005,9,1205693716,400,9,14303,18871,422,3,143400,917,254,616853,0
538,48,100009,9,1205645312,400,8,14303,18873,426,3,143200,1450,401,487850,0
539,48,100009,9,1205654967,400,1,14310,18889,426,3,143200,1199,332,540944,0
540,48,100007,9,1205654967,400,7,14300,18889,422,3,143400,970,269,600916,1
541,48,100007,9,1205616425,400,9,14300,18875,426,3,143200,1079,299,570950,1
542,48,100007,9,1205654967,400,5,14308,18878,439,5,142200,726,201,681190,1
543,48,100007,9,1205464287,548,35,14175,18833,418,2,143800,1017,282,587394,1
544,48,100007,9,1205115499,760,77,14007,18757,1053,99,116000,1199,332,540944,1
545,48,100007,9,1204886509,859,122,13929,18698,1618,262,98600,1904,526,414049,1
546,48,100007,10,1204639816,1006,169,13879,18626,1830,488,87000,2103,581,388343,1
547,48,100007,10,1204507475,1028,195,13866,18577,1870,543,85000,2143,592,383666,1
548,48,100007,10,1204377711,1019,214,13874,18562,1870,543,85000,1815,501,426760,1
549,48,100007,10,1204321731,1059,232,13868,18525,1870,543,85000,1360,376,505549,1
550,48,100007,10,1204274124,1036,256,13867,18498,1863,535,85400,1619,447,457566,1
551,48,100007,10,1204250450,1022,264,13878,18492,1863,535,85400,2346,648,361023,1
552,48,100005,10,1204258332,985,269,13884,18479,1870,543,85000,2334,644,362301,1
553,48,100005,11,1204266223,992,291,13887,18463,1849,514,86000,2783,768,320329,1
554,48,100009,11,1204266223,978,296,13886,18466,1849,514,86000,2667,736,330258,1
555,48,100009,11,1204242578,985,301,13887,18453,1849,514,86000,2561,707,339832,1
556,48,100007,11,1204305823,967,306,13892,18454,1849,514,86000,2453,677,350203,1
557,48,100007,11,1204258332,961,299,13894,18459,1849,514,86000,2531,698,342582,1
558,48,100007,11,1204234715,970,299,13886,18459,1855,523,85800,2234,617,373211,1
559,48,100007,11,1204195542,996,309,13883,18448,1844,507,86400,2740,756,323958,1
560,48,100007,11,1204179939,1024,318,13879,18451,1849,514,86000,2663,735,330633,1
561,48,100007,11,1204219017,987,323,13872,18441,1863,535,85400,2569,709,339052,1
562,48,100007,11,1204211183,994,325,13886,18439,1849,514,86000,2362,652,359328,1
563,48,100007,11,1204179939,1001,319,13883,18446,1855,523,85800,2350,649,360598,1
564,48,100007,11,1204226861,1009,330,13882,18439,1855,523,85800,2498,689,345762,1
565,48,100011,11,1204110184,1010,331,13875,18435,1870,543,85000,2182,602,379069,1
566,48,100011,11,1204079422,1027,337,13870,18434,1863,535,85400,2245,620,371877,1
567,48,100011,11,1204079422,1023,356,13876,18425,1880,555,84800,1811,500,427302,1
568,48,100011,11,1204164373,1025,355,13870,18420,1880,555,84800,1901,525,414568,1
569,48,100011,11,1204125620,1017,353,13875,18423,1880,555,84800,1459,403,485869,1
570,48,100011,11,1204148844,1041,352,13865,18411,1892,573,84000,1979,546,403877,1
571,48,100011,11,1204102480,1040,349,13862,18422,1892,573,84000,2640,728,332521,1
572,48,100009,11,1204195542,1040,345,13865,18426,1892,573,84000,2835,782,316047,1
573,48,100009,11,1204087099,1040,341,13858,18415,1900,586,83800,2484,686,346966,1
574,48,100009,11,1204148844,1043,362,13862,18406,1892,573,84000,2484,686,346966,1
575,48,100009,11,1204087099,1040,361,13863,18417,1900,586,83800,2505,691,344963,1
576,48,100011,11,1204025939,1057,369,13859,18405,1900,586,83800,2551,704,340615,1
577,48,100011,11,1204125620,1067,359,13856,18411,1908,596,83400,2580,712,337887,1
578,48,100011,11,1204071754,1071,365,13862,18418,1908,596,83400,2839,783,315693,1
579,48,100011,11,1204087099,1073,369,13855,18412,1908,596,83400,2717,750,325793,1
580,48,100011,11,1204079422,1035,356,13861,18414,1925,623,82800,2627,725,333661,1
581,48,100011,11,1204087099,1082,365,13850,18407,1931,633,82400,2560,706,339832,1
582,48,100009,11,1204048805,1069,374,13853,18397,1925,623,82800,2576,711,338275,1
583,48,100009,11,1204079422,1051,369,13857,18404,1908,596,83400,2844,785,315340,1
584,48,100009,11,1204102480,1073,368,13853,18407,1914,607,83200,2937,810,308053,1
585,48,100011,11,1204094784,1097,374,13845,18398,1914,607,83200,3207,885,288750,1
586,48,100011,11,1204064095,1065,373,13850,18411,1914,607,83200,2730,753,324690,1
587,48,100011,11,1204141093,1076,370,13843,18398,1925,623,82800,2551,704,340615,1
588,48,100011,11,1204110184,1081,375,13845,18404,1925,623,82800,2517,695,343770,1
589,48,100011,11,1204071754,1092,369,13844,18396,1937,643,82200,2248,621,371434,1
590,48,100011,11,1204087099,1081,369,13845,18397,1937,643,82200,2169,599,380440,1
591,48,100009,11,1204125620,1085,382,13852,18393,1925,623,82800,1873,517,418223,1
592,48,100009,11,1204071754,1084,375,13848,18394,1925,623,82800,2517,695,343770,1
593,48,100013,11,1204041174,1075,391,13841,18379,1931,633,82400,2717,750,325793,1
594,48,100011,11,1204033552,1076,379,13847,18385,1931,633,82400,2747,758,323228,1
595,48,100011,11,1204041174,1072,393,13846,18389,1931,633,82400,2268,626,369230,1
596,48,100011,11,1204056446,1084,381,13849,18400,1925,623,82800,2756,760,322500,1
597,48,100011,11,1204041174,1098,374,13841,18395,1931,633,82400,2401,663,355139,1
598,48,100011,11,1204071754,1095,390,13842,18392,1931,633,82400,2476,683,347771,1
599,48,100009,11,1204087099,1087,386,13845,18387,1946,657,81800,2670,737,329882,1
600,48,100009,11,1204064095,1087,385,13846,18389,1925,623,82800,3059,844,299013,0
601,48,100011,11,1204056446,1096,382,13844,18387,1937,643,82200,2795,771,319251,0
602,48,100011,11,1204133352,1070,365,13849,18403,1937,643,82200,2526,697,342977,0
603,48,100011,11,1204589881,603,268,14121,18486,1700,338,93800,2687,741,328387,0
604,48,100011,10,1205053098,422,203,14255,18572,1171,117,113200,2244,619,371877,0
605,48,100011,10,1205343016,400,172,14306,18623,783,58,124000,1621,448,456966,0
606,48,100011,9,1205502020,400,140,14327,18673,626,34,130800,985,273,596354,0
607,48,100011,9,1205684009,400,115,14343,18710,549,22,135000,1235,342,532500,0
608,48,100011,9,1205752229,400,98,14350,18743,476,11,139600,749,208,672289,0
609,48,100009,9,1205821094,400,77,14345,18767,447,7,141600,1117,309,560937,0
610,48,100009,9,1205920610,400,68,14342,18777,435,5,142400,975,270,599085,0
611,48,100009,9,1205950729,400,51,14344,18806,426,3,143200,909,252,618773,0
612,48,100009,9,1205950729,400,54,14332,18797,418,2,143800,1062,294,575206,0
613,48,100009,9,1206062227,400,33,14346,18827,415,2,144000,1103,305,564244,0
614,48,100011,8,1205980972,400,28,14339,18836,410,1,144400,1103,305,564244,0
615,48,100011,8,1206031652,400,21,14343,18841,410,1,144400,962,266,602757,0
616,48,100011,8,1206011338,400,27,14341,18856,406,0,144800,931,258,612096,0
617,48,100009,8,1206103190,400,13,14332,18864,406,0,144800,852,236,636491,0
618,48,100009,8,1206072447,400,15,14334,18862,410,1,144400,918,254,615897,0
619,48,100009,8,1206092928,400,3,14338,18871,410,1,144400,1181,327,544852,0
620,48,100009,8,1206185797,400,0,14342,18883,403,0,145000,1238,342,531742,0
621,48,100009,8,1206031652,400,0,14337,18887,403,0,145000,1162,322,549601,0
622,48,100009,8,1206103190,400,0,14339,18897,400,0,145400,1191,329,542502,0
623,48,100009,8,1206031652,400,3,14331,18881,403,0,145000,1261,349,526486,0
624,48,100009,8,1206103190,400,8,14325,18886,403,0,145000,1148,318,552803,0
625,48,100007,8,1206052021,400,8,14328,18883,403,0,145000,1003,278,590952,0
626,48,100011,8,1206144379,400,0,14334,18888,403,0,145000,927,257,613043,0
627,48,100011,8,1206072447,400,8,14328,18884,418,2,143800,1208,334,538621,0
628,48,100011,8,1206123756,400,9,14316,18885,415,2,144000,795,220,656102,0
629,48,100009,8,1206144379,400,0,14334,18897,406,0,144800,1126,312,558477,0
630,48,100009,8,1206092928,400,4,14327,18898,406,0,144800,1224,339,534782,0
631,48,100009,8,1206082680,400,0,14337,18900,406,0,144800,1022,283,585628,0
632,48,100009,8,1206113466,400,0,14334,18909,418,2,143800,837,232,641559,0
633,48,100009,8,1206134061,400,0,14322,18906,406,0,144800,779,216,661426,0
634,48,100009,8,1206154712,400,3,14328,18901,406,0,144800,1241,343,530986,0
635,48,100009,8,1206175421,400,10,14324,18895,410,1,144400,1413,391,494543,0
636,48,100009,8,1206185797,400,0,14329,18908,410,1,144400,1268,351,525000,0
637,48,100009,8,1206072447,400,3,14326,18898,422,3,143400,1029,285,583870,0
638,48,100011,8,1206123756,400,3,14322,18908,410,1,144400,1064,295,574351,0
639,48,100011,8,1206175421,400,1,14323,18894,410,1,144400,1261,349,526486,0
640,48,100011,8,1206103190,400,5,14318,18907,410,1,144400,1175,325,546428,0
641,48,100009,8,1206196187,400,3,14318,18894,415,2,144000,978,271,598172,0
642,48,100009,8,1206103190,400,0,14323,18907,410,1,144400,1198,331,540944,0
643,48,100009,8,1206144379,400,1,14319,18905,415,2,144000,931,258,612096,0
644,48,100009,8,1206134061,400,7,14321,18911,422,3,143400,1218,337,536312,0
645,48,100009,8,1206154712,400,1,14313,18904,415,2,144000,1006,279,590060,0
646,48,100009,8,1206113466,400,10,14314,18892,426,3,143200,1061,294,575206,0
647,48,100007,8,1206206592,400,2,14320,18909,415,2,144000,884,245,626548,0
648,48,100007,8,1206227444,400,9,14314,18897,415,2,144000,1006,279,590060,0
649,48,100011,8,1206154712,400,0,14328,18912,418,2,143800,946,262,607398,0
650,48,100009,8,1206052021,400,12,14317,18898,415,2,144000,1455,402,486528,0
651,48,100009,8,1206092928,400,13,14312,18898,418,2,143800,1284,355,521311,0
652,48,100009,8,1206052021,400,12,14320,18895,418,2,143800,949,263,606465,0
653,48,100009,8,1206052021,400,3,14321,18900,418,2,143800,822,228,646692,0
654,48,100009,8,1206154712,400,1,14328,18916,418,2,143800,822,228,646692,0
655,48,100009,8,1206123756,400,0,14320,18915,422,3,143400,647,180,711500,0
656,48,100009,8,1206175421,400,10,14311,18907,426,3,143200,909,252,618773,0
657,48,100007,8,1206185797,400,7,14314,18908,428,4,142800,1064,295,574351,0
658,48,100007,8,1206144379,400,5,14315,18907,422,3,143400,1542,426,470454,0
659,48,100007,8,1206103190,400,6,14315,18900,422,3,143400,1187,328,543284,0
660,48,100011,8,1206185797,400,11,14308,18898,422,3,143400,971,269,600000,1
661,48,100009,8,1206134061,400,13,14311,18897,422,3,143400,1121,310,559295,1
662,48,100009,8,1206227444,400,9,14324,18902,418,2,143800,1095,303,565909,1
663,48,100009,8,1206353785,400,6,14360,18916,400,0,146400,1334,369,510483,1
664,48,100009,8,1205970877,562,29,14146,18860,597,30,133400,1180,326,544852,1
665,48,100009,9,1205530451,761,92,13999,18785,1553,209,103400,1164,322,548805,1
666,48,100009,9,1205187505,877,135,13922,18717,1747,387,91800,1734,479,438362,1
667,48,100009,10,1204973685,980,179,13886,18644,1837,498,87400,1548,428,469203,1
668,48,100009,10,1204869205,996,210,13881,18605,1868,542,85800,2306,636,364878,1
669,48,100009,10,1204723873,999,227,13877,18569,1894,576,84800,1819,502,425679,1
670,48,100009,10,1204723873,964,241,13888,18550,1885,564,85000,2366,653,358485,1
671,48,100009,10,1204715420,999,263,13880,18517,1885,564,85000,2749,758,322863,1
672,48,100009,10,1204631468,945,261,13896,18523,1879,554,85400,1513,418,475509,1
673,48,100009,10,1204681714,959,288,13883,18500,1868,542,85800,1109,307,562587,1
674,48,100009,10,1204598178,945,289,13892,18496,1879,554,85400,1510,417,476146,1
675,48,100009,10,1204639816,944,309,13893,18483,1885,564,85000,1227,339,534020,1
676,48,100007,10,1204556797,927,307,13897,18482,1879,554,85400,1946,537,407901,1
677,48,100007,10,1204623130,963,324,13887,18468,1868,542,85800,1698,469,444052,1
678,48,100007,10,1204589881,946,330,13887,18462,1879,554,85400,2310,638,364447,1
679,48,100007,10,1204631468,942,337,13889,18465,1879,554,85400,2281,630,367481,1
680,48,100009,10,1204565053,971,335,13887,18458,1879,554,85400,1958,541,406385,1
681,48,100009,10,1204515670,969,347,13877,18452,1885,564,85000,2222,613,374104,1
682,48,100009,10,1204581595,964,347,13883,18453,1885,564,85000,2432,671,351838,1
683,48,100009,11,1204499290,978,349,13878,18445,1900,586,84400,2135,589,384130,1
684,48,100009,11,1204515670,973,347,13885,18447,1914,607,83800,2174,600,379525,1
685,48,100009,11,1204474795,999,361,13878,18447,1906,594,84000,2465,680,348579,1
686,48,100009,11,1204450390,989,366,13869,18437,1914,607,83800,2544,702,341007,1
687,48,100007,11,1204458515,993,365,13873,18443,1914,607,83800,2080,574,390713,1
688,48,100007,11,1204466650,1014,364,13864,18436,1914,607,83800,2202,608,376349,1
689,48,100007,11,1204466650,1021,354,13862,18429,1920,617,83400,2436,672,351428,1
690,48,100007,11,1204401849,1020,365,13859,18426,1914,607,83800,2262,624,369670,1
691,48,100009,11,1204393793,1019,385,13866,18429,1929,629,83200,2395,661,355555,1
692,48,100009,11,1204393793,1024,378,13862,18416,1929,629,83200,2671,737,329508,1
693,48,100009,11,1204417990,1022,385,13866,18422,1938,645,82800,2486,686,346564,1
694,48,100009,11,1204409914,1007,372,13861,18422,1938,645,82800,2620,723,334042,1
695,48,100009,11,1204458515,1049,378,13855,18436,1938,645,82800,2432,671,351838,1
696,48,100009,11,1204450390,1061,393,13845,18416,1945,655,82400,2432,671,351838,1
697,48,100009,11,1204417990,1022,379,13860,18424,1945,655,82400,2903,801,310457,1
698,48,100009,11,1204385747,1038,370,13855,18430,1945,655,82400,3195,881,289377,1
699,48,100007,11,1204385747,1057,393,13850,18414,1945,655,82400,3288,907,283180,1
700,48,100013,11,1204377711,1042,382,13848,18415,1945,655,82400,2952,814,306691,1
701,48,100013,11,1204417990,1043,386,13855,18421,1951,665,82200,2395,661,355555,1
702,48,100013,11,1204401849,1051,392,13851,18414,1945,655,82400,2828,780,316400,1
703,48,100013,11,1204321731,1063,406,13845,18401,1968,692,81600,1749,483,436116,1
704,48,100013,11,1204313772,1063,404,13847,18401,1951,665,82200,2447,675,350203,1
705,48,100011,11,1204345664,1027,398,13857,18414,1951,665,82200,2687,741,328015,1
706,48,100011,11,1204377711,1039,401,13855,18411,1968,692,81600,3041,839,300000,1
707,48,100011,11,1204401849,1047,402,13842,18403,1951,665,82200,2518,695,343373,1
708,48,100011,11,1204377711,1037,395,13849,18406,1961,680,81800,2726,752,324690,1
709,48,100011,11,1204345664,1055,403,13842,18399,1961,680,81800,2713,749,325793,1
710,48,100013,11,1204353661,1057,399,13850,18405,1961,680,81800,2717,750,325425,1
711,48,100013,11,1204305823,1073,395,13845,18402,1961,680,81800,2593,716,336342,1
712,48,100013,11,1204377711,1065,415,13852,18406,1961,680,81800,2644,730,331764,1
713,48,100013,11,1204369685,1051,394,13847,18411,1976,705,81200,2551,704,340223,1
714,48,100011,11,1204361668,1074,412,13846,18404,1961,680,81800,2946,813,307031,1
715,48,100011,11,1204321731,1048,405,13851,18402,1968,692,81600,2901,800,310457,1
716,48,100011,11,1204377711,1043,392,13847,18419,1961,680,81800,2933,809,308053,1
717,48,100011,11,1204369685,1071,395,13840,18404,1968,692,81600,3142,867,292862,1
718,48,100011,11,1204305823,1070,397,13842,18410,1968,692,81600,2385,658,356389,1
719,48,100013,11,1204329699,1086,398,13838,18410,1968,692,81600,1796,496,428934,1
720,48,100013,11,1204426075,1092,408,13839,18403,1968,692,81600,1618,447,456966,0
721,48,100011,11,1204282035,1095,419,13821,18391,1968,692,81600,1900,525,414049,0
722,48,100011,11,1204369685,1050,403,13854,18400,1976,705,81200,2110,583,386931,0
723,48,100011,11,1204869205,582,296,14132,18491,1579,228,101800,2153,594,381818,0
724,48,100011,10,1205269406,428,236,14246,18565,1017,93,117600,1851,511,420864,0
725,48,100011,10,1205587652,400,187,14300,18624,740,51,126600,1607,444,458771,0
726,48,100011,9,1205801352,400,153,14336,18681,615,32,132400,1907,527,413015,0
727,48,100011,9,1205930636,400,134,14337,18706,548,22,136000,885,245,625568,0
728,48,100011,9,1206052021,400,113,14342,18740,502,15,138600,796,221,655045,0
729,48,100011,9,1206052021,400,101,14352,18769,480,12,140200,977,271,598172,0
730,48,100011,9,1206217011,400,78,14351,18797,476,11,140600,995,276,592744,0
731,48,100011,9,1206290351,400,71,14350,18801,452,7,142400,1150,318,552000,0
732,48,100013,9,1206185797,400,52,14351,18832,444,6,142800,1333,369,510483,0
733,48,100013,9,1206227444,400,47,14347,18837,433,5,143800,951,263,605535,0
734,48,100013,9,1206322002,400,36,14342,18851,427,4,144000,702,195,689139,0
735,48,100013,8,1206332581,400,35,14348,18868,427,4,144000,726,201,680067,0
736,48,100011,8,1206364410,400,32,14341,18865,418,2,144800,1166,323,548011,0
737,48,100011,8,1206364410,400,30,14333,18867,418,2,144800,1166,323,548011,0
738,48,100011,8,1206428469,400,27,14339,18869,418,2,144800,1219,337,535546,0
739,48,100011,8,1206396372,400,20,14342,18878,418,2,144800,882,244,626548,0
740,48,100011,8,1206417755,400,17,14340,18885,418,2,144800,681,189,697241,0
741,48,100011,8,1206396372,400,7,14349,18901,433,5,143800,450,125,894642,0
742,48,100011,8,1206364410,400,9,14335,18893,427,4,144000,450,125,835955,0
743,48,100011,8,1206471476,400,8,14340,18895,418,2,144800,450,125,1268591,0
744,48,100011,8,1206482266,400,6,14349,18917,416,2,145000,450,125,1236568,0
745,48,100009,8,1206396372,400,2,14341,18908,418,2,144800,450,125,866970,0
746,48,100013,8,1206536444,400,0,14342,18903,416,2,145000,593,165,735086,0
747,48,100013,8,1206449942,400,7,14336,18913,418,2,144800,450,125,817322,0
748,48,100013,8,1206493071,400,5,14336,18908,418,2,144800,492,137,782094,0
749,48,100013,8,1206428469,400,0,14339,18924,418,2,144800,450,125,898208,0
750,48,100011,8,1206439198,400,0,14338,18913,418,2,144800,450,125,832800,0
751,48,100011,8,1206493071,400,3,14335,18913,433,5,143800,604,168,731276,0
752,48,100011,8,1206493071,400,4,14335,18918,418,2,144800,568,158,746715,0
753,48,100011,8,1206460702,400,0,14331,18927,423,3,144400,496,138,780681,0
754,48,100011,8,1206439198,400,0,14331,18934,418,2,144800,450,125,834375,0
755,48,100011,8,1206493071,400,6,14320,18909,423,3,144400,459,128,799381,0
756,48,100011,8,1206482266,400,11,14324,18910,423,3,144400,1051,291,579513,0
757,48,100011,8,1206482266,400,3,14337,18923,423,3,144400,853,236,638510,0
758,48,100011,8,1206493071,400,2,14331,18929,423,3,144400,552,154,754639,0
759,48,100009,8,1206482266,400,0,14326,18927,423,3,144400,450,125,900000,0
760,48,100013,8,1206449942,400,6,14325,18923,436,5,143400,749,208,674496,0
761,48,100013,8,1206471476,400,4,14323,18920,436,5,143400,450,125,920121,0
762,48,100013,8,1206493071,400,0,14321,18925,423,3,144400,450,125,866970,0
763,48,100013,8,1206460702,400,0,14323,18920,427,4,144000,450,125,964791,0
764,48,100011,8,1206482266,400,5,14319,18913,423,3,144400,450,125,916406,0
765,48,100011,8,1206449942,400,0,14322,18928,427,4,144000,450,125,817322,0
766,48,100011,8,1206482266,400,6,14318,18920,423,3,144400,772,214,670093,0
767,48,100011,8,1206471476,400,0,14326,18934,433,5,143800,769,213,671189,0
768,48,100011,8,1206514727,400,10,14328,18925,442,6,143200,450,125,885834,0
769,48,100011,8,1206493071,400,8,14324,18925,444,6,142800,622,173,728755,0
770,48,100011,8,1206493071,400,0,14322,18918,442,6,143200,580,161,746715,0
771,48,100011,8,1206396372,400,5,14323,18919,433,5,143800,450,125,835955,0
772,48,100011,8,1206407056,400,0,14326,18939,433,5,143800,450,125,842326,0
773,48,100013,8,1206525578,400,8,14321,18916,427,4,144000,450,125,877173,0
774,48,100013,8,1206364410,400,11,14321,18928,433,5,143800,799,222,661426,0
775,48,100013,8,1206471476,400,3,14324,18925,435,5,143400,772,214,671189,0
776,48,100013,8,1206396372,400,15,14311,18909,432,4,143800,618,172,731276,0
777,48,100013,8,1206449942,400,15,14319,18917,435,5,143400,515,143,777870,0
778,48,100011,8,1206407056,400,12,14326,18924,432,4,143800,515,143,777870,0
779,48,100011,8,1206439198,400,11,14321,18923,441,6,143200,859,238,641559,0
780,48,100011,8,1206449942,400,9,14328,18919,441,6,143200,645,179,720042,1
781,48,100011,8,1206428469,400,10,14317,18926,435,5,143400,450,125,817322,1
782,48,100011,8,1206569136,400,10,14325,18923,422,3,144400,450,125,852039,1
783,48,100011,8,1206322002,400,21,14275,18919,475,11,140600,491,137,792101,1
784,48,100011,9,1206021488,585,51,14121,18858,905,76,120800,933,258,619736,1
785,48,100011,9,1205654967,747,95,13992,18788,1587,234,101200,752,209,680067,1
786,48,100011,9,1205445495,856,140,13910,18720,1770,414,90600,1123,311,566744,1
787,48,100011,10,1205251123,958,183,13885,18653,1867,540,85800,1607,444,465480,1
788,48,100011,10,1205133431,959,212,13875,18615,1905,592,84000,1472,407,489843,1
789,48,100011,10,1205035372,945,228,13883,18588,1919,614,83400,1399,387,504153,1
790,48,100011,10,1204938682,967,246,13876,18560,1905,592,84000,1913,528,418223,1
791,48,100011,10,1204903856,962,278,13873,18537,1905,592,84000,1557,430,474237,1
792,48,100011,10,1204903856,969,302,13882,18513,1914,605,83800,1738,480,444052,1
793,48,100011,10,1204791878,942,294,13880,18513,1899,584,84400,1610,445,464864,1
794,48,100013,10,1204817557,940,314,13877,18497,1905,592,84000,1486,411,487188,1
795,48,100013,10,1204851946,952,314,13879,18488,1905,592,84000,2074,573,396972,1
796,48,100013,10,1204851946,953,329,13876,18489,1905,592,84000,2301,635,370550,1
797,48,100013,10,1204869205,957,361,13878,18466,1905,592,84000,2272,627,373657,1
798,48,100013,10,1204681714,935,342,13882,18478,1914,605,83800,2016,557,404377,1
799,48,100013,10,1204783340,961,357,13884,18459,1919,614,83400,1557,430,474237,1
800,48,100013,10,1204766297,956,364,13887,18464,1914,605,83800,2008,554,405379,1
801,48,100013,10,1204774813,952,354,13882,18466,1914,605,83800,2047,565,400403,1
802,48,100013,10,1204715420,956,358,13876,18462,1914,605,83800,2078,574,396485,1
803,48,100011,10,1204749295,971,379,13877,18455,1919,614,83400,1860,514,425679,1
804,48,100011,10,1204715420,970,377,13874,18450,1928,626,83200,2523,696,347771,1
805,48,100011,10,1204740811,985,382,13864,18447,1928,626,83200,2232,616,378159,1
806,48,100011,10,1204706978,961,379,13876,18443,1919,614,83400,2807,774,322500,1
807,48,100013,10,1204664924,972,387,13872,18446,1943,653,82400,2220,613,379525,1
808,48,100013,11,1204740811,955,390,13871,18437,1943,653,82400,2411,665,358906,1
809,48,100013,11,1204740811,957,379,13875,18441,1937,643,82800,2280,629,372765,1
810,48,100013,11,1204614803,983,390,13867,18430,1943,653,82400,2148,593,387872,1
811,48,100013,11,1204681714,986,396,13870,18440,1937,643,82800,1493,413,485869,1
812,48,100013,11,1204656544,989,393,13861,18436,1943,653,82400,1951,539,413015,1
813,48,100013,11,1204681714,1007,393,13858,18433,1943,653,82400,2382,657,361875,1
814,48,100011,11,1204589881,1000,384,13865,18440,1943,653,82400,2565,708,343770,1
815,48,100011,11,1204664924,1002,387,13857,18436,1943,653,82400,2672,737,334042,1
816,48,100011,11,1204664924,1017,398,13851,18439,1950,664,82200,2860,789,318178,1
817,48,100011,11,1204614803,1023,397,13854,18424,1960,678,81800,2860,789,318178,1
818,48,100013,11,1204639816,1005,399,13855,18432,1950,664,82200,3133,864,297704,1
819,48,100013,11,1204698546,1017,407,13854,18424,1960,678,81800,3133,864,297704,1
820,48,100013,11,1204565053,1022,404,13847,18428,1950,664,82200,2366,653,363586,1
821,48,100013,11,1204614803,1019,400,13853,18420,1960,678,81800,2914,804,313935,1
822,48,100013,11,1204648175,996,403,13860,18424,1960,678,81800,3031,836,305000,1
823,48,100013,11,1204581595,1002,406,13860,18417,1960,678,81800,3481,960,275086,1
824,48,100013,11,1204523875,1028,415,13855,18419,1950,664,82200,2781,767,324690,1
825,48,100011,11,1204589881,1028,408,13853,18419,1967,689,81600,2141,591,388815,1
826,48,100011,11,1204532090,1032,417,13850,18411,1960,678,81800,2164,597,385994,1
827,48,100011,11,1204623130,1007,403,13854,18423,1975,703,81200,2591,715,341400,1
828,48,100013,11,1204573319,1024,410,13845,18423,1967,689,81600,2299,635,370550,1
