Sample,Temp(BME680),Presure(BME680),H.R.(BME680),R(BME680),CO2(SGP30),TVOC(SGP30),H2(SGP30),Etanol(SGP30),CO2(CCS811),TVOC(CCS811),Res(ohm)(CCS811),CO2(iAQ),TVOC(iAQ),R(iAQ-Core),Aire/Muestra
1161,49,100009,10,1205251123,866,376,13884,18485,1930,631,82800,2943,812,314636,1
1162,49,100009,10,1205151409,844,387,13896,18484,1942,651,82200,2902,801,317821,1
1163,49,100009,10,1205214699,853,387,13887,18489,1935,641,82400,2853,787,321774,1
1164,49,100009,10,1205169433,868,398,13881,18479,1942,651,82200,2713,749,333661,1
1165,49,100009,10,1205160415,882,407,13872,18469,1942,651,82200,2713,749,333661,1
1166,49,100009,10,1205133431,876,413,13873,18461,1942,651,82200,2778,766,328015,1
1167,49,100009,10,1205196558,860,408,13887,18464,1951,665,81800,2571,709,346564,1
1168,49,100009,10,1205142414,866,415,13882,18461,1951,665,81800,3173,875,297704,1
1169,49,100009,10,1205097613,856,401,13884,18476,1942,651,82200,3062,845,305675,1
1170,49,100007,10,1205133431,873,407,13876,18474,1951,665,81800,3039,838,307371,1
1171,49,100011,10,1205160415,891,399,13872,18466,1951,665,81800,2827,780,323958,1
1172,49,100011,10,1205079773,875,407,13868,18468,1959,676,81600,2867,791,320689,1
1173,49,100011,10,1205079773,884,423,13874,18455,1951,665,81800,2894,798,318535,1
1174,49,100009,10,1205088687,858,415,13876,18464,1959,676,81600,3244,895,292862,1
1175,49,100009,10,1205106550,883,415,13875,18463,1959,676,81600,3094,853,303321,1
1176,49,100009,10,1205053098,909,431,13868,18447,1967,689,81200,3320,916,287811,1
1177,49,100009,10,1205008867,891,403,13874,18453,1973,700,80800,2541,701,349390,1
1178,49,100009,10,1205088687,897,413,13872,18454,1973,700,80800,2876,793,319969,1
1179,49,100009,10,1205070870,899,430,13870,18448,1967,689,81200,3034,837,307712,1
1180,49,100009,10,1205053098,913,436,13865,18441,1973,700,80800,3206,884,295431,1
1181,49,100007,10,1205008867,879,432,13875,18453,1967,689,81200,2272,627,377253,1
1182,49,100007,10,1205097613,889,419,13866,18456,1973,700,80800,2191,605,386462,1
1183,49,100007,10,1205026526,905,433,13862,18451,1973,700,80800,2262,624,378159,1
1184,49,100011,10,1205053098,898,433,13868,18449,1973,700,80800,3129,863,300660,1
1185,49,100009,10,1205008867,884,420,13866,18448,1973,700,80800,3478,959,277750,1
1186,49,100009,10,1205008867,880,430,13866,18440,1973,700,80800,3478,959,277750,1
1187,49,100009,10,1205000055,900,430,13863,18451,1982,716,80600,2612,721,342582,1
1188,49,100009,10,1205008867,912,432,13860,18448,1973,700,80800,2279,629,376349,1
1189,49,100009,10,1205053098,928,432,13854,18444,1982,716,80600,2919,805,316400,1
1190,49,100009,10,1204973685,920,445,13854,18441,1982,716,80600,3181,877,297052,1
1191,49,100009,10,1204982464,919,441,13864,18433,1982,716,80600,2194,606,385994,1
1192,49,100007,10,1205026526,899,443,13859,18439,1982,716,80600,2111,583,396000,1
1193,49,100007,10,1205061978,890,425,13863,18451,1982,716,80600,2135,589,393103,1
1194,49,100013,10,1204991254,909,438,13858,18442,1991,730,80200,1845,510,431676,1
1195,49,100013,10,1204956161,894,440,13867,18444,1982,716,80600,2720,750,332900,1
1196,49,100013,10,1205044229,905,434,13858,18439,1991,730,80200,2103,581,396972,1
1197,49,100013,10,1205000055,908,441,13856,18442,1998,742,80000,3116,860,301654,1
1198,49,100011,10,1204973685,920,441,13862,18443,1991,730,80200,2219,613,383203,1
1199,49,100011,10,1204964918,929,443,13859,18442,1998,742,80000,1701,470,453982,1
1200,49,100011,10,1205026526,916,442,13852,18443,1982,716,80600,1549,428,480000,0
1201,49,100011,10,1204973685,937,445,13853,18426,1991,730,80200,1883,520,426219,0
1202,49,100011,10,1205389414,709,383,13996,18488,1775,422,90000,2514,694,351838,0
1203,49,100011,10,1205850808,414,273,14223,18574,1372,148,109200,2472,682,355971,0
1204,49,100011,9,1206290351,400,223,14301,18645,900,76,120600,2029,560,406385,0
1205,49,100011,9,1206482266,400,181,14348,18704,704,46,127600,1723,476,450439,0
1206,49,100011,9,1206679120,400,156,14358,18734,611,32,132200,1771,489,442905,0
1207,49,100011,9,1206824472,400,143,14360,18765,543,21,135800,1415,391,505549,0
1208,49,100011,8,1206961085,400,109,14383,18813,514,17,137600,1353,374,518389,0
1209,49,100011,8,1206949609,400,99,14372,18824,481,12,139600,1127,312,570950,0
1210,49,100011,8,1207135243,400,82,14380,18853,464,9,140600,1160,321,562587,0
1211,49,100009,8,1207217840,400,67,14376,18869,462,9,140800,1153,319,564244,0
1212,49,100009,8,1207182337,400,56,14376,18888,452,7,141600,1032,286,596354,0
1213,49,100009,8,1207253501,400,50,14376,18895,433,5,143200,1271,352,536312,0
1214,49,100013,8,1207265423,400,41,14372,18908,435,5,142800,990,274,608333,0
1215,49,100011,8,1207217840,400,32,14374,18924,435,5,142800,1113,308,574351,0
1216,49,100011,8,1207217840,400,25,14373,18936,426,3,143400,977,271,612096,0
1217,49,100011,8,1207325300,400,27,14369,18932,423,3,143800,1058,293,589169,0
1218,49,100011,8,1207361441,400,23,14373,18944,426,3,143400,1061,294,588281,0
1219,49,100011,8,1207265423,400,8,14380,18963,417,2,144000,1261,349,538621,0
1220,49,100011,8,1207313289,400,18,14357,18947,424,3,143400,1000,277,605535,0
1221,49,100011,8,1207361441,400,8,14371,18960,417,2,144000,663,184,721276,0
1222,49,100011,8,1207289320,400,10,14362,18954,421,3,143800,579,161,757311,0
1223,49,100011,8,1207349376,400,8,14364,18977,417,2,144000,952,264,619736,0
1224,49,100011,8,1207301296,400,7,14369,18970,428,4,143200,996,276,606465,0
1225,49,100009,8,1207434211,400,8,14364,18969,417,2,144000,1200,332,552803,0
1226,49,100009,8,1207349376,400,0,14371,18992,424,3,143400,926,257,627531,0
1227,49,100009,8,1207265423,400,2,14360,18979,421,3,143800,926,257,627531,0
1228,49,100009,8,1207325300,400,0,14363,18996,424,3,143400,1110,307,575206,0
1229,49,100009,8,1207373524,400,0,14363,18985,417,2,144000,1094,303,579513,0
1230,49,100009,8,1207349376,400,0,14363,18991,421,3,143800,1239,343,543284,0
1231,49,100009,8,1207277363,400,0,14359,18988,417,2,144000,1139,315,567581,0
1232,49,100009,8,1207313289,400,0,14365,18996,424,3,143400,1243,344,542502,0
1233,49,100011,8,1207373524,400,0,14356,18995,421,3,143800,1605,443,469828,0
1234,49,100011,8,1207313289,400,0,14356,18985,428,4,143200,1352,374,518389,0
1235,49,100011,8,1207385625,400,0,14363,18985,428,4,143200,1152,319,564244,0
1236,49,100011,8,1207507638,400,1,14356,18983,428,4,143200,992,275,607398,0
1237,49,100011,8,1207385625,400,0,14368,18999,428,4,143200,1219,337,548011,0
1238,49,100011,8,1207373524,400,0,14361,19003,424,3,143400,1120,310,572647,0
1239,49,100009,8,1207313289,400,0,14359,18994,421,3,143800,1109,307,575206,0
1240,49,100009,8,1207385625,400,0,14356,18995,424,3,143400,1445,399,499312,0
1241,49,100009,8,1207289320,400,0,14355,18992,421,3,143800,1156,320,563414,0
1242,49,100009,8,1207385625,400,0,14352,18994,424,3,143400,1297,359,530232,0
1243,49,100009,8,1207373524,400,4,14351,18992,433,5,142800,1488,411,491179,0
1244,49,100009,8,1207373524,400,2,14344,18985,428,4,143200,1365,377,515492,0
1245,49,100009,8,1207361441,400,6,14347,18984,421,3,143800,1317,364,525742,0
1246,49,100009,8,1207325300,400,0,14354,18987,428,4,143200,1034,286,595449,0
1247,49,100009,8,1207289320,400,0,14355,18995,424,3,143400,1129,312,570105,0
1248,49,100009,8,1207265423,400,0,14359,19009,428,4,143200,872,242,644631,0
1249,49,100009,8,1207337329,400,2,14352,18981,433,5,142800,828,230,659288,0
1250,49,100011,8,1207337329,400,0,14360,18995,428,4,143200,856,237,649804,0
1251,49,100011,8,1207313289,400,0,14353,18993,424,3,143400,922,255,628517,0
1252,49,100011,8,1207325300,400,0,14351,19003,433,5,142800,1103,305,576923,0
1253,49,100011,8,1207337329,400,2,14352,19002,438,5,142400,1050,291,590952,0
1254,49,100011,8,1207313289,400,0,14351,18991,433,5,142800,1172,324,559295,0
1255,49,100011,8,1207337329,400,0,14352,19003,424,3,143400,926,257,627531,0
1256,49,100009,8,1207289320,400,0,14354,19002,433,5,142800,1139,315,567581,0
1257,49,100009,8,1207337329,400,0,14346,18992,428,4,143200,760,211,683446,0
1258,49,100009,8,1207337329,400,4,14341,18997,433,5,142800,1116,309,573498,0
1259,49,100009,8,1207361441,400,7,14346,18988,428,4,143200,756,210,684578,0
1260,49,100009,8,1207373524,400,0,14356,19003,438,5,142400,1294,358,530986,1
